customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
3,122,clinic plus,2023-03-10,4,1.5,3,4.5
11,122,dantkanti,2023-04-20,4,100,6,600
8,122,maida,2023-08-19,6,20,9,180
7,123,maida,2023-05-13,8,20,7,140
2,122,quaker oats,2023-05-09,6,212,10,2120
13,122,clinic plus,2023-03-09,5,1.5,5,7.5
12,123,clinic plus,2023-05-25,8,1.5,5,7.5
9,123,maida,2023-06-19,9,20,1,20
14,121,maida,2023-07-25,1,20,3,60
10,121,dantkanti,2023-04-01,1,100,6,600
7,121,besan,2023-05-11,1,52,1,52
9,122,sugar,2023-04-21,6,50,5,250
16,121,besan,2023-06-10,2,52,5,260
19,121,maida,2023-04-05,2,20,9,180
15,121,maida,2023-07-12,2,20,10,200
8,123,refined oil,2023-06-09,9,110,10,1100
4,123,nutrella,2023-03-17,7,40,1,40
12,123,dantkanti,2023-04-15,9,100,3,300
20,123,besan,2023-04-30,7,52,7,364
7,122,dantkanti,2023-05-25,4,100,2,200
18,123,maida,2023-04-28,9,20,2,40
6,123,maida,2023-06-19,8,20,10,200
10,121,nutrella,2023-06-03,2,40,10,400
8,121,besan,2023-08-06,3,52,5,260
18,121,besan,2023-03-21,1,52,10,520
15,121,quaker oats,2023-04-24,3,212,4,848
11,122,sugar,2023-07-10,4,50,8,400
5,121,refined oil,2023-08-14,1,110,1,110
4,122,quaker oats,2023-07-29,6,212,4,848
19,121,quaker oats,2023-07-04,2,212,4,848
3,123,nutrella,2023-04-12,8,40,3,120
13,122,clinic plus,2023-05-06,5,1.5,8,12.0
7,123,maida,2023-06-02,7,20,4,80
14,123,besan,2023-05-12,8,52,7,364
16,121,sugar,2023-08-10,3,50,1,50
8,121,sugar,2023-07-15,3,50,1,50
18,122,sugar,2023-07-19,6,50,1,50
19,121,refined oil,2023-07-26,3,110,2,220
4,123,clinic plus,2023-04-17,8,1.5,3,4.5
7,122,dantkanti,2023-07-20,4,100,1,100
10,123,quaker oats,2023-05-15,9,212,9,1908
6,122,clinic plus,2023-06-01,4,1.5,7,10.5
16,122,sugar,2023-07-03,5,50,6,300
10,123,maida,2023-06-26,9,20,10,200
14,122,nutrella,2023-05-05,5,40,2,80
17,123,quaker oats,2023-06-27,8,212,5,1060
19,123,clinic plus,2023-05-30,7,1.5,10,15.0
10,121,besan,2023-08-12,3,52,10,520
13,121,nutrella,2023-04-05,1,40,3,120
4,121,sugar,2023-07-21,3,50,10,500
11,122,sugar,2023-03-14,4,50,4,200
1,121,clinic plus,2023-08-04,3,1.5,2,3.0
1,123,nutrella,2023-05-30,8,40,10,400
6,121,dantkanti,2023-05-01,3,100,5,500
5,122,sugar,2023-06-22,5,50,1,50
7,121,clinic plus,2023-04-25,1,1.5,4,6.0
7,121,refined oil,2023-05-16,2,110,1,110
10,123,dantkanti,2023-08-18,7,100,9,900
3,122,besan,2023-04-01,6,52,9,468
16,123,besan,2023-03-12,8,52,8,416
4,121,refined oil,2023-07-01,3,110,6,660
4,123,dantkanti,2023-07-21,9,100,7,700
15,121,maida,2023-05-03,1,20,8,160
15,121,maida,2023-06-24,2,20,1,20
17,122,quaker oats,2023-07-26,4,212,7,1484
18,122,dantkanti,2023-05-13,6,100,7,700
5,122,maida,2023-06-19,4,20,4,80
9,121,sugar,2023-07-07,3,50,1,50
5,121,besan,2023-05-18,3,52,1,52
2,123,quaker oats,2023-06-04,7,212,9,1908
5,123,refined oil,2023-06-22,8,110,5,550
20,123,dantkanti,2023-07-06,8,100,8,800
15,122,nutrella,2023-03-13,5,40,5,200
8,122,sugar,2023-05-09,4,50,4,200
8,123,refined oil,2023-04-12,7,110,5,550
11,121,dantkanti,2023-05-20,2,100,4,400
19,121,nutrella,2023-06-03,3,40,7,280
9,122,dantkanti,2023-08-07,4,100,8,800
11,122,nutrella,2023-07-14,6,40,1,40
9,123,besan,2023-04-27,8,52,9,468
6,122,clinic plus,2023-06-24,6,1.5,4,6.0
18,123,refined oil,2023-04-16,8,110,6,660
17,121,quaker oats,2023-03-07,1,212,9,1908
6,123,sugar,2023-05-17,7,50,1,50
18,123,clinic plus,2023-03-04,9,1.5,9,13.5
12,123,besan,2023-04-09,8,52,1,52
10,121,nutrella,2023-08-17,2,40,4,160
3,123,dantkanti,2023-04-09,9,100,3,300
12,121,dantkanti,2023-07-06,1,100,2,200
9,123,dantkanti,2023-08-03,7,100,6,600
12,122,dantkanti,2023-08-02,6,100,3,300
16,123,clinic plus,2023-07-03,7,1.5,9,13.5
12,122,dantkanti,2023-03-07,5,100,3,300
20,123,besan,2023-06-27,9,52,1,52
3,122,quaker oats,2023-08-02,4,212,6,1272
19,123,besan,2023-05-25,8,52,3,156
2,123,quaker oats,2023-03-24,8,212,8,1696
7,123,maida,2023-07-09,9,20,10,200
13,121,besan,2023-04-17,2,52,9,468
8,121,refined oil,2023-05-12,1,110,6,660
17,123,sugar,2023-07-06,9,50,8,400
5,123,quaker oats,2023-06-27,7,212,9,1908
4,123,besan,2023-07-30,9,52,2,104
1,121,nutrella,2023-03-27,1,40,8,320
18,121,nutrella,2023-07-21,3,40,10,400
16,123,dantkanti,2023-03-18,8,100,8,800
3,123,sugar,2023-07-08,9,50,7,350
3,123,quaker oats,2023-05-30,8,212,5,1060
15,121,maida,2023-07-04,1,20,5,100
16,122,refined oil,2023-04-24,5,110,4,440
17,123,refined oil,2023-05-30,7,110,4,440
6,121,sugar,2023-03-17,3,50,6,300
11,123,besan,2023-04-20,9,52,1,52
11,122,refined oil,2023-08-10,5,110,2,220
8,121,maida,2023-07-22,2,20,10,200
4,122,sugar,2023-07-02,5,50,5,250
7,123,refined oil,2023-04-17,9,110,7,770
11,123,maida,2023-07-07,8,20,5,100
13,123,quaker oats,2023-04-28,7,212,9,1908
19,123,dantkanti,2023-04-09,7,100,8,800
2,123,maida,2023-03-09,8,20,4,80
13,122,besan,2023-07-12,4,52,6,312
19,121,quaker oats,2023-04-29,2,212,4,848
8,121,clinic plus,2023-05-15,3,1.5,6,9.0
2,122,besan,2023-03-19,4,52,10,520
18,121,quaker oats,2023-06-23,2,212,4,848
16,123,quaker oats,2023-07-17,8,212,4,848
17,123,refined oil,2023-04-08,7,110,3,330
5,123,sugar,2023-07-02,8,50,9,450
3,123,sugar,2023-03-07,7,50,6,300
15,121,sugar,2023-07-25,2,50,1,50
5,122,clinic plus,2023-03-04,4,1.5,9,13.5
17,123,dantkanti,2023-03-13,9,100,10,1000
18,121,nutrella,2023-07-28,2,40,7,280
10,122,clinic plus,2023-03-14,5,1.5,9,13.5
10,123,quaker oats,2023-03-28,8,212,5,1060
11,123,dantkanti,2023-05-06,7,100,9,900
12,121,nutrella,2023-05-10,3,40,8,320
11,123,nutrella,2023-03-23,9,40,3,120
14,122,nutrella,2023-05-27,4,40,4,160
4,122,nutrella,2023-04-02,4,40,9,360
14,121,sugar,2023-03-10,3,50,9,450
19,123,dantkanti,2023-03-25,7,100,10,1000
7,122,nutrella,2023-07-08,4,40,6,240
12,121,quaker oats,2023-03-17,3,212,1,212
10,122,besan,2023-05-18,4,52,3,156
18,123,clinic plus,2023-05-10,7,1.5,1,1.5
2,122,besan,2023-06-27,4,52,3,156
3,122,quaker oats,2023-08-08,6,212,3,636
15,122,dantkanti,2023-05-17,5,100,1,100
9,122,besan,2023-06-01,4,52,1,52
19,123,maida,2023-07-14,8,20,2,40
16,122,dantkanti,2023-04-24,5,100,2,200
4,123,refined oil,2023-04-07,7,110,9,990
20,121,maida,2023-04-10,2,20,9,180
13,121,maida,2023-04-02,3,20,6,120
9,121,besan,2023-04-22,3,52,4,208
1,122,clinic plus,2023-07-20,5,1.5,2,3.0
3,123,dantkanti,2023-04-22,8,100,9,900
18,123,clinic plus,2023-05-03,7,1.5,9,13.5
9,123,nutrella,2023-06-10,9,40,6,240
4,121,quaker oats,2023-04-22,2,212,8,1696
7,122,besan,2023-03-23,4,52,10,520
14,121,refined oil,2023-05-31,1,110,5,550
11,123,besan,2023-07-19,7,52,6,312
3,123,quaker oats,2023-04-29,9,212,3,636
18,121,nutrella,2023-07-13,2,40,4,160
6,122,dantkanti,2023-05-21,4,100,6,600
16,121,sugar,2023-06-19,2,50,7,350
16,121,sugar,2023-05-23,2,50,9,450
9,121,quaker oats,2023-04-13,2,212,2,424
1,121,quaker oats,2023-07-10,1,212,7,1484
4,122,dantkanti,2023-07-25,6,100,7,700
17,121,quaker oats,2023-05-26,2,212,4,848
9,123,nutrella,2023-04-16,9,40,6,240
13,122,nutrella,2023-05-28,6,40,1,40
19,122,quaker oats,2023-03-31,5,212,4,848
10,123,refined oil,2023-06-25,8,110,7,770
19,123,refined oil,2023-08-18,9,110,2,220
16,121,sugar,2023-06-03,1,50,9,450
20,123,dantkanti,2023-03-03,8,100,2,200
10,121,sugar,2023-06-18,2,50,3,150
2,122,refined oil,2023-03-06,4,110,10,1100
19,123,refined oil,2023-07-15,9,110,3,330
8,123,sugar,2023-03-13,7,50,6,300
10,121,clinic plus,2023-03-09,2,1.5,4,6.0
10,122,clinic plus,2023-03-25,6,1.5,10,15.0
10,121,dantkanti,2023-05-10,3,100,6,600
3,123,refined oil,2023-04-26,9,110,7,770
11,123,refined oil,2023-06-01,8,110,3,330
13,123,refined oil,2023-04-28,7,110,5,550
16,121,sugar,2023-07-21,2,50,9,450
17,121,nutrella,2023-03-30,3,40,5,200
14,121,sugar,2023-04-18,2,50,8,400
19,122,refined oil,2023-04-08,5,110,2,220
20,122,refined oil,2023-03-15,6,110,2,220
3,123,quaker oats,2023-04-18,7,212,6,1272
5,122,clinic plus,2023-08-16,4,1.5,7,10.5
1,122,refined oil,2023-08-18,5,110,1,110
17,123,maida,2023-06-28,9,20,2,40
18,121,nutrella,2023-07-21,3,40,8,320
14,122,clinic plus,2023-07-02,5,1.5,1,1.5
12,122,nutrella,2023-03-14,4,40,9,360
6,121,nutrella,2023-08-08,1,40,5,200
10,122,quaker oats,2023-06-07,5,212,5,1060
7,123,clinic plus,2023-03-18,7,1.5,6,9.0
17,123,quaker oats,2023-07-07,9,212,5,1060
7,121,clinic plus,2023-06-15,3,1.5,5,7.5
10,122,besan,2023-04-19,5,52,7,364
16,121,refined oil,2023-06-09,1,110,5,550
11,123,sugar,2023-08-02,9,50,2,100
14,123,dantkanti,2023-05-04,9,100,10,1000
15,123,nutrella,2023-04-08,9,40,8,320
8,123,maida,2023-04-27,9,20,3,60
7,122,sugar,2023-07-12,6,50,1,50
4,122,clinic plus,2023-06-14,6,1.5,2,3.0
2,123,sugar,2023-04-12,9,50,9,450
14,121,dantkanti,2023-04-11,3,100,5,500
2,123,nutrella,2023-03-03,9,40,3,120
20,122,clinic plus,2023-03-29,6,1.5,8,12.0
8,122,clinic plus,2023-07-22,4,1.5,5,7.5
5,123,refined oil,2023-06-16,8,110,10,1100
7,122,besan,2023-06-05,6,52,1,52
12,123,besan,2023-06-27,8,52,4,208
12,121,besan,2023-06-17,2,52,4,208
2,122,refined oil,2023-06-04,5,110,4,440
14,123,nutrella,2023-06-05,9,40,8,320
4,122,refined oil,2023-05-12,5,110,9,990
12,121,refined oil,2023-08-17,1,110,7,770
2,123,clinic plus,2023-05-30,9,1.5,5,7.5
2,122,besan,2023-08-04,5,52,4,208
15,122,besan,2023-05-25,4,52,10,520
8,121,sugar,2023-07-01,1,50,9,450
13,122,besan,2023-05-18,5,52,9,468
10,123,sugar,2023-04-09,9,50,2,100
1,121,besan,2023-05-27,1,52,9,468
9,123,clinic plus,2023-03-06,7,1.5,9,13.5
14,123,dantkanti,2023-06-28,7,100,1,100
15,122,maida,2023-03-19,4,20,9,180
4,122,refined oil,2023-07-08,6,110,7,770
4,123,sugar,2023-06-22,8,50,4,200
8,121,besan,2023-07-09,2,52,9,468
6,122,dantkanti,2023-05-16,4,100,2,200
12,123,quaker oats,2023-06-01,7,212,9,1908
15,121,quaker oats,2023-07-28,2,212,2,424
12,122,dantkanti,2023-06-22,6,100,6,600
12,121,besan,2023-03-04,3,52,7,364
17,121,besan,2023-06-01,1,52,4,208
13,123,maida,2023-07-06,9,20,4,80
5,123,clinic plus,2023-04-16,9,1.5,2,3.0
14,122,refined oil,2023-07-05,4,110,5,550
20,122,refined oil,2023-08-18,4,110,3,330
8,122,sugar,2023-08-02,6,50,6,300
4,122,quaker oats,2023-07-05,4,212,2,424
14,121,dantkanti,2023-03-27,3,100,3,300
20,122,nutrella,2023-04-09,4,40,3,120
7,121,sugar,2023-03-29,1,50,10,500
16,121,refined oil,2023-07-17,3,110,9,990
4,121,clinic plus,2023-06-01,3,1.5,2,3.0
2,122,clinic plus,2023-03-05,6,1.5,7,10.5
19,122,besan,2023-04-07,6,52,9,468
13,122,sugar,2023-06-08,6,50,2,100
9,123,quaker oats,2023-03-13,9,212,1,212
14,123,sugar,2023-03-28,7,50,5,250
6,121,besan,2023-06-10,2,52,10,520
13,123,clinic plus,2023-08-15,9,1.5,8,12.0
12,122,clinic plus,2023-03-29,6,1.5,9,13.5
4,121,refined oil,2023-08-08,3,110,9,990
17,123,sugar,2023-03-10,7,50,7,350
10,123,maida,2023-07-19,9,20,2,40
9,121,refined oil,2023-07-31,3,110,7,770
1,122,dantkanti,2023-03-19,6,100,1,100
1,121,nutrella,2023-08-12,2,40,4,160
13,123,maida,2023-06-25,9,20,4,80
3,122,nutrella,2023-06-02,6,40,7,280
4,121,dantkanti,2023-07-12,2,100,6,600
4,123,quaker oats,2023-08-15,9,212,2,424
4,123,dantkanti,2023-07-23,9,100,3,300
12,123,sugar,2023-04-02,7,50,4,200
17,123,clinic plus,2023-05-11,7,1.5,7,10.5
10,121,nutrella,2023-07-30,2,40,2,80
2,122,nutrella,2023-08-06,4,40,3,120
16,123,refined oil,2023-05-06,8,110,8,880
16,122,dantkanti,2023-06-21,5,100,1,100
17,122,nutrella,2023-06-17,4,40,9,360
14,122,clinic plus,2023-06-14,5,1.5,7,10.5
14,121,quaker oats,2023-06-05,1,212,2,424
4,122,sugar,2023-05-23,4,50,9,450
15,122,dantkanti,2023-06-05,5,100,8,800
10,123,sugar,2023-05-18,9,50,9,450
9,122,clinic plus,2023-05-20,5,1.5,7,10.5
4,122,nutrella,2023-08-12,5,40,10,400
12,122,refined oil,2023-07-30,4,110,6,660
10,121,sugar,2023-07-03,3,50,6,300
4,122,sugar,2023-04-01,5,50,6,300
13,123,besan,2023-05-04,9,52,1,52
5,121,sugar,2023-07-09,3,50,4,200
16,121,maida,2023-07-24,3,20,5,100
15,122,clinic plus,2023-06-27,5,1.5,1,1.5
12,122,refined oil,2023-06-01,4,110,2,220
15,122,sugar,2023-06-16,6,50,4,200
14,121,clinic plus,2023-08-17,2,1.5,6,9.0
6,123,refined oil,2023-06-16,8,110,3,330
8,123,refined oil,2023-07-27,9,110,7,770
5,121,dantkanti,2023-03-14,2,100,7,700
12,121,dantkanti,2023-03-14,2,100,4,400
20,123,sugar,2023-03-15,9,50,4,200
4,121,nutrella,2023-04-01,1,40,3,120
16,123,quaker oats,2023-06-05,9,212,2,424
13,122,dantkanti,2023-07-01,5,100,10,1000
1,122,clinic plus,2023-07-29,5,1.5,7,10.5
3,122,sugar,2023-08-20,6,50,2,100
5,122,nutrella,2023-07-14,4,40,7,280
10,123,quaker oats,2023-06-09,8,212,1,212
15,123,maida,2023-03-28,8,20,10,200
5,122,maida,2023-03-09,4,20,8,160
1,122,nutrella,2023-08-14,5,40,2,80
6,121,clinic plus,2023-06-18,2,1.5,7,10.5
7,123,refined oil,2023-06-21,8,110,10,1100
20,122,refined oil,2023-05-03,6,110,8,880
18,122,dantkanti,2023-05-15,6,100,2,200
18,121,quaker oats,2023-05-12,2,212,5,1060
15,122,besan,2023-03-10,4,52,4,208
11,123,quaker oats,2023-06-06,8,212,5,1060
8,123,maida,2023-04-02,7,20,5,100
13,121,nutrella,2023-06-13,2,40,9,360
17,121,maida,2023-08-10,3,20,1,20
3,121,sugar,2023-07-05,2,50,5,250
17,123,quaker oats,2023-05-27,9,212,9,1908
20,121,refined oil,2023-04-26,1,110,3,330
1,122,clinic plus,2023-03-19,5,1.5,8,12.0
4,121,quaker oats,2023-08-19,1,212,7,1484
6,122,besan,2023-05-13,4,52,4,208
1,122,nutrella,2023-08-05,5,40,5,200
4,122,quaker oats,2023-05-10,6,212,8,1696
9,123,clinic plus,2023-05-12,7,1.5,5,7.5
3,122,besan,2023-07-15,6,52,1,52
2,121,clinic plus,2023-06-12,3,1.5,10,15.0
4,122,besan,2023-07-22,4,52,9,468
3,122,maida,2023-04-04,5,20,3,60
12,121,quaker oats,2023-08-19,1,212,10,2120
9,122,refined oil,2023-08-13,5,110,8,880
19,123,clinic plus,2023-06-11,7,1.5,7,10.5
18,122,dantkanti,2023-08-02,5,100,3,300
12,121,sugar,2023-07-06,2,50,5,250
5,121,quaker oats,2023-07-03,1,212,4,848
8,121,quaker oats,2023-06-06,1,212,9,1908
15,121,dantkanti,2023-04-26,3,100,2,200
13,122,nutrella,2023-05-25,5,40,8,320
5,122,clinic plus,2023-05-17,5,1.5,1,1.5
4,123,sugar,2023-07-03,9,50,10,500
7,121,refined oil,2023-08-01,2,110,9,990
6,123,sugar,2023-03-20,7,50,2,100
8,122,refined oil,2023-05-21,5,110,6,660
5,122,quaker oats,2023-07-29,5,212,8,1696
2,123,sugar,2023-03-07,9,50,5,250
20,121,clinic plus,2023-04-25,1,1.5,5,7.5
18,122,besan,2023-03-12,5,52,8,416
15,123,dantkanti,2023-06-13,8,100,6,600
11,121,besan,2023-04-28,2,52,3,156
10,122,clinic plus,2023-04-26,6,1.5,5,7.5
6,121,clinic plus,2023-07-25,1,1.5,4,6.0
4,123,sugar,2023-07-02,7,50,1,50
9,123,quaker oats,2023-08-11,7,212,3,636
2,122,sugar,2023-07-03,4,50,9,450
7,123,besan,2023-06-05,7,52,6,312
10,121,maida,2023-05-29,2,20,2,40
13,123,nutrella,2023-06-16,9,40,6,240
12,122,nutrella,2023-04-30,6,40,7,280
9,122,sugar,2023-06-12,5,50,3,150
2,121,nutrella,2023-07-24,3,40,9,360
20,122,dantkanti,2023-04-08,5,100,8,800
20,122,quaker oats,2023-07-12,4,212,3,636
20,122,sugar,2023-06-10,6,50,8,400
19,122,maida,2023-06-14,6,20,3,60
13,122,nutrella,2023-06-12,4,40,1,40
19,121,besan,2023-03-14,2,52,10,520
2,121,refined oil,2023-03-18,2,110,4,440
3,122,nutrella,2023-03-29,6,40,8,320
14,122,clinic plus,2023-07-06,6,1.5,6,9.0
14,122,dantkanti,2023-07-21,5,100,6,600
2,121,besan,2023-07-29,3,52,5,260
20,123,besan,2023-05-01,7,52,5,260
7,122,besan,2023-04-12,6,52,9,468
8,122,quaker oats,2023-07-15,6,212,5,1060
2,123,dantkanti,2023-06-28,7,100,7,700
2,122,sugar,2023-04-19,5,50,5,250
14,123,dantkanti,2023-03-26,7,100,1,100
14,121,nutrella,2023-07-13,2,40,2,80
8,121,sugar,2023-06-08,2,50,9,450
18,121,sugar,2023-05-30,3,50,9,450
4,121,nutrella,2023-07-04,1,40,6,240
14,121,maida,2023-05-24,2,20,5,100
19,121,clinic plus,2023-04-09,3,1.5,10,15.0
13,121,besan,2023-03-30,2,52,3,156
9,123,maida,2023-05-03,9,20,2,40
8,123,maida,2023-04-19,7,20,1,20
12,121,maida,2023-08-09,3,20,7,140
20,123,nutrella,2023-07-29,8,40,4,160
7,123,nutrella,2023-08-19,9,40,5,200
1,122,nutrella,2023-07-30,5,40,1,40
19,122,besan,2023-08-17,5,52,5,260
20,121,clinic plus,2023-03-15,1,1.5,6,9.0
8,123,maida,2023-08-08,7,20,8,160
5,122,dantkanti,2023-04-07,4,100,6,600
13,121,besan,2023-05-15,3,52,8,416
7,123,besan,2023-03-07,8,52,8,416
5,121,besan,2023-04-25,3,52,9,468
8,123,maida,2023-04-28,8,20,6,120
3,123,refined oil,2023-05-07,8,110,8,880
6,121,dantkanti,2023-06-23,3,100,8,800
9,123,dantkanti,2023-07-15,9,100,6,600
6,123,dantkanti,2023-03-25,7,100,1,100
9,122,besan,2023-06-05,5,52,10,520
14,121,quaker oats,2023-06-02,3,212,5,1060
8,123,quaker oats,2023-06-23,7,212,10,2120
3,122,sugar,2023-04-30,5,50,10,500
8,122,sugar,2023-08-16,4,50,1,50
14,122,besan,2023-07-25,5,52,1,52
18,121,besan,2023-08-19,2,52,5,260
16,122,quaker oats,2023-08-14,6,212,8,1696
12,121,nutrella,2023-05-17,3,40,8,320
4,123,refined oil,2023-03-11,8,110,8,880
2,122,refined oil,2023-03-21,4,110,5,550
14,122,sugar,2023-04-28,6,50,2,100
17,121,besan,2023-07-08,1,52,5,260
9,123,nutrella,2023-08-01,9,40,9,360
17,123,besan,2023-05-31,7,52,4,208
4,121,maida,2023-06-19,3,20,9,180
14,122,quaker oats,2023-03-12,4,212,6,1272
1,121,besan,2023-05-02,2,52,5,260
19,122,nutrella,2023-07-11,4,40,5,200
8,123,sugar,2023-03-05,8,50,5,250
6,123,nutrella,2023-05-26,8,40,7,280
20,122,sugar,2023-03-08,5,50,2,100
17,123,quaker oats,2023-07-18,8,212,8,1696
5,122,sugar,2023-06-20,5,50,1,50
19,122,sugar,2023-08-19,4,50,8,400
14,121,dantkanti,2023-03-31,3,100,2,200
19,123,maida,2023-06-26,8,20,8,160
16,122,besan,2023-03-18,4,52,10,520
2,122,besan,2023-08-13,5,52,7,364
9,121,dantkanti,2023-04-19,3,100,1,100
18,122,sugar,2023-04-19,5,50,9,450
19,122,sugar,2023-08-18,6,50,9,450
19,123,nutrella,2023-05-28,8,40,10,400
3,122,besan,2023-06-07,6,52,8,416
17,121,besan,2023-03-07,3,52,10,520
11,123,maida,2023-04-22,9,20,7,140
9,121,refined oil,2023-06-11,1,110,4,440
12,121,maida,2023-05-25,2,20,8,160
8,123,nutrella,2023-06-28,7,40,3,120
20,123,dantkanti,2023-06-29,8,100,2,200
7,123,dantkanti,2023-05-01,7,100,3,300
13,121,quaker oats,2023-03-17,2,212,1,212
13,123,besan,2023-03-21,9,52,7,364
8,123,quaker oats,2023-05-30,8,212,2,424
6,122,nutrella,2023-05-26,5,40,10,400
17,122,quaker oats,2023-04-24,4,212,5,1060
10,122,maida,2023-05-23,4,20,10,200
16,122,maida,2023-03-14,5,20,2,40
13,121,maida,2023-06-10,3,20,9,180
16,121,maida,2023-05-18,2,20,3,60
9,122,quaker oats,2023-06-12,6,212,5,1060
17,122,maida,2023-07-27,4,20,1,20
5,122,quaker oats,2023-03-28,4,212,6,1272
14,123,refined oil,2023-05-06,9,110,1,110
1,123,sugar,2023-08-14,8,50,8,400
1,121,besan,2023-08-13,1,52,9,468
18,122,dantkanti,2023-07-05,4,100,2,200
1,121,besan,2023-08-17,1,52,1,52
10,121,maida,2023-05-17,1,20,1,20
13,121,maida,2023-08-07,2,20,7,140
4,122,maida,2023-06-09,5,20,4,80
9,123,maida,2023-03-04,9,20,4,80
2,121,clinic plus,2023-07-07,1,1.5,5,7.5
17,121,nutrella,2023-03-15,2,40,10,400
20,123,maida,2023-03-26,8,20,10,200
6,121,refined oil,2023-08-14,3,110,10,1100
18,123,besan,2023-08-09,8,52,7,364
1,122,refined oil,2023-06-15,5,110,2,220
11,122,dantkanti,2023-07-01,6,100,8,800
15,122,maida,2023-08-18,5,20,6,120
14,121,quaker oats,2023-08-02,2,212,4,848
20,123,dantkanti,2023-06-26,9,100,9,900
20,123,quaker oats,2023-04-25,8,212,8,1696
4,121,quaker oats,2023-08-13,2,212,2,424
19,123,dantkanti,2023-03-18,8,100,4,400
15,121,maida,2023-04-12,1,20,8,160
3,122,refined oil,2023-04-15,6,110,7,770
3,123,quaker oats,2023-05-30,7,212,6,1272
17,123,dantkanti,2023-03-06,7,100,4,400
14,121,maida,2023-06-09,2,20,7,140
11,121,sugar,2023-07-14,3,50,4,200
1,122,clinic plus,2023-04-23,4,1.5,5,7.5
13,123,maida,2023-03-14,8,20,9,180
4,122,nutrella,2023-06-28,6,40,10,400
4,123,sugar,2023-06-07,9,50,8,400
13,123,maida,2023-05-24,7,20,7,140
3,123,quaker oats,2023-07-06,7,212,4,848
7,121,nutrella,2023-08-02,2,40,5,200
1,123,refined oil,2023-03-10,9,110,1,110
5,122,dantkanti,2023-06-01,6,100,7,700
20,122,dantkanti,2023-06-15,4,100,7,700
20,121,quaker oats,2023-07-10,3,212,4,848
9,122,dantkanti,2023-04-19,4,100,6,600
1,123,clinic plus,2023-04-06,9,1.5,5,7.5
19,123,sugar,2023-06-30,8,50,1,50
4,123,clinic plus,2023-03-29,9,1.5,9,13.5
1,121,quaker oats,2023-08-01,1,212,1,212
17,122,clinic plus,2023-07-09,4,1.5,6,9.0
7,121,clinic plus,2023-03-19,1,1.5,8,12.0
6,122,maida,2023-05-14,6,20,3,60
8,123,dantkanti,2023-05-27,7,100,9,900
3,123,besan,2023-05-18,9,52,1,52
10,121,dantkanti,2023-07-11,1,100,9,900
17,122,quaker oats,2023-04-08,4,212,1,212
6,121,refined oil,2023-03-22,2,110,2,220
7,123,nutrella,2023-05-07,9,40,2,80
13,123,sugar,2023-04-20,8,50,4,200
17,123,nutrella,2023-06-20,8,40,10,400
12,123,sugar,2023-07-26,9,50,10,500
8,123,quaker oats,2023-04-03,9,212,2,424
16,123,dantkanti,2023-03-21,9,100,1,100
12,122,nutrella,2023-06-08,6,40,1,40
15,122,nutrella,2023-04-09,4,40,8,320
20,122,dantkanti,2023-05-25,4,100,7,700
13,122,refined oil,2023-05-26,5,110,6,660
14,121,refined oil,2023-04-28,1,110,10,1100
8,123,maida,2023-05-07,7,20,5,100
20,123,clinic plus,2023-07-27,9,1.5,2,3.0
1,122,clinic plus,2023-05-13,5,1.5,4,6.0
15,123,quaker oats,2023-06-30,7,212,7,1484
18,121,besan,2023-04-07,2,52,5,260
1,122,quaker oats,2023-05-24,4,212,7,1484
15,123,clinic plus,2023-05-19,9,1.5,8,12.0
5,122,dantkanti,2023-05-04,4,100,6,600
17,121,clinic plus,2023-04-02,2,1.5,5,7.5
5,122,nutrella,2023-06-25,6,40,10,400
15,121,dantkanti,2023-04-26,3,100,6,600
2,123,clinic plus,2023-04-15,7,1.5,7,10.5
5,123,clinic plus,2023-03-18,9,1.5,10,15.0
1,121,besan,2023-04-07,2,52,4,208
7,122,refined oil,2023-05-16,4,110,7,770
16,123,refined oil,2023-08-11,9,110,8,880
14,121,besan,2023-05-11,2,52,2,104
6,121,clinic plus,2023-05-11,3,1.5,5,7.5
17,121,dantkanti,2023-04-15,1,100,8,800
16,121,dantkanti,2023-03-05,1,100,3,300
10,123,dantkanti,2023-07-02,9,100,6,600
2,123,besan,2023-06-12,8,52,4,208
8,122,clinic plus,2023-06-23,4,1.5,3,4.5
13,121,dantkanti,2023-04-11,3,100,7,700
17,122,dantkanti,2023-07-15,4,100,5,500
4,123,refined oil,2023-07-20,7,110,7,770
6,121,dantkanti,2023-04-06,3,100,2,200
13,121,quaker oats,2023-03-28,1,212,7,1484
5,122,quaker oats,2023-05-06,4,212,9,1908
3,121,besan,2023-04-22,1,52,10,520
16,122,dantkanti,2023-03-21,5,100,1,100
5,122,quaker oats,2023-05-29,6,212,9,1908
15,123,dantkanti,2023-06-22,8,100,1,100
14,123,clinic plus,2023-07-14,8,1.5,8,12.0
3,122,sugar,2023-04-28,4,50,6,300
11,122,clinic plus,2023-06-22,6,1.5,7,10.5
15,122,dantkanti,2023-04-11,6,100,2,200
1,122,clinic plus,2023-03-22,6,1.5,7,10.5
12,121,refined oil,2023-07-03,1,110,2,220
15,122,dantkanti,2023-08-17,6,100,4,400
11,121,besan,2023-07-15,3,52,10,520
4,121,nutrella,2023-07-04,1,40,4,160
15,121,dantkanti,2023-06-15,3,100,3,300
4,121,dantkanti,2023-05-07,2,100,10,1000
